timestamp|paslon_01|paslon_02|c1_url|pemilih_terdaftar|jumlah_suara_sah|pengguna_hak_pilih|jumlah_suara|jumlah_suara_tdk_sah|tps|kelurahan|kecamatan|kabupaten|wilayah|b+c+i|checker o|b+c|checker q
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|KEBUN AFDELING SELELEH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|KEBUN MEDANG ARA|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|KEBUN MEDANG ARA|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|KEBUN TANAH TERBAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|KEBUN TANAH TERBAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|KEBUN TANAH TERBAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|KEBUN TANAH TERBAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|KEBUN TANAH TERBAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 6|KEBUN TANAH TERBAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|KEBUN TANJUNG SEUMANTOH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|KEBUN TANJUNG SEUMANTOH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|KEBUN TANJUNG SEUMANTOH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|KEBUN TANJUNG SEUMANTOH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|KESEHATAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|KESEHATAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|KESEHATAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|KESEHATAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|KESEHATAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|MEDANG ARA|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|MEDANG ARA|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|MEDANG ARA|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|MEDANG ARA|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|MEDANG ARA|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|MENANGGINI|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|MENANGGINI|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|MENANGGINI|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|MENANGGINI|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PAHLAWAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PAHLAWAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|PAHLAWAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|PAHLAWAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PAYA AWE|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PAYA AWE|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PAYA KULBI|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PAYA KULBI|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|PAYA KULBI|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|PAYA KULBI|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PAYA META|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PAYA META|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|PAYA META|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PAYA TAMPAH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PAYA TAMPAH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|PAYA TAMPAH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|PAYA TAMPAH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|PAYA TAMPAH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 6|PAYA TAMPAH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|RANTAU PANJANG|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|RANTAU PANJANG|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SIMPANG EMPAT|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|SIMPANG EMPAT|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|SIMPANG EMPAT|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|SIMPANG EMPAT|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|SIMPANG EMPAT|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 6|SIMPANG EMPAT|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 7|SIMPANG EMPAT|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SUKA JADI|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|SUKA JADI|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|SUKA JADI|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|SUKA JADI|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SUKA JADI PAYA BUJOK|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|SUKA JADI PAYA BUJOK|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|SUKA JADI PAYA BUJOK|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TANAH TERBAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|TANAH TERBAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|TANAH TERBAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|TANAH TERBAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|TANAH TERBAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 6|TANAH TERBAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TANJUNG KARANG|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|TANJUNG KARANG|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|TANJUNG KARANG|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|TANJUNG KARANG|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|TANJUNG KARANG|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 6|TANJUNG KARANG|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TANJUNG SEUMANTOH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|TANJUNG SEUMANTOH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|TANJUNG SEUMANTOH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|TANJUNG SEUMANTOH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TUPAH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|TUPAH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|TUPAH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|TUPAH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|TUPAH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 6|TUPAH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 01|ALUR SELEBU|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 02|ALUR SELEBU|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 03|ALUR SELEBU|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 04|ALUR SELEBU|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 05|ALUR SELEBU|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 06|ALUR SELEBU|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 07|ALUR SELEBU|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 08|ALUR SELEBU|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 09|ALUR SELEBU|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 10|ALUR SELEBU|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 11|ALUR SELEBU|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 12|ALUR SELEBU|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 13|ALUR SELEBU|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 01|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 02|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 03|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 04|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 05|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 06|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 07|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 08|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 09|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 10|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 11|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 12|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 13|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 14|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 15|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 16|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 17|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 18|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 19|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 20|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 21|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 22|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 23|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 24|BUKIT RATA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|GERENGGAM|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|GERENGGAM|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|GERENGGAM|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|GERENGGAM|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|GERENGGAM|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|KAMPUNG JAWA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|KAMPUNG JAWA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|KAMPUNG JAWA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|KAMPUNG JAWA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|KAMPUNG JAWA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 6|KAMPUNG JAWA|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|KARANG JADI|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|KARANG JADI|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|KARANG JADI|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|KARANG JADI|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|KEBUN SUNGAI LIPUT|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|KEBUN SUNGAI LIPUT|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|KEBUN SUNGAI LIPUT|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|KEBUN SUNGAI LIPUT|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PANGKALAN|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PANGKALAN|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PURWODADI|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PURWODADI|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|PURWODADI|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|PURWODADI|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|PURWODADI|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 6|PURWODADI|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 7|PURWODADI|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 8|PURWODADI|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 01|SEUMADAM|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 02|SEUMADAM|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 03|SEUMADAM|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 04|SEUMADAM|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 05|SEUMADAM|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 06|SEUMADAM|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 07|SEUMADAM|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 08|SEUMADAM|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 09|SEUMADAM|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 10|SEUMADAM|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 11|SEUMADAM|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 12|SEUMADAM|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 13|SEUMADAM|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 14|SEUMADAM|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 15|SEUMADAM|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 16|SEUMADAM|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SIDODADI|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|SIDODADI|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|SIDODADI|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|SIDODADI|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SIMPANG KANAN|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SUKA MAKMUR|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|SUKA MAKMUR|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|SUKA MAKMUR|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|SUKA MAKMUR|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|SUKA MAKMUR|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 6|SUKA MAKMUR|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 7|SUKA MAKMUR|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 8|SUKA MAKMUR|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SUNGAI LIPUT|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|SUNGAI LIPUT|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|SUNGAI LIPUT|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|SUNGAI LIPUT|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|SUNGAI LIPUT|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 6|SUNGAI LIPUT|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 7|SUNGAI LIPUT|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TANJUNG GENTENG|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|TANJUNG GENTENG|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|TANJUNG GENTENG|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|TANJUNG GENTENG|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|TANJUNG GENTENG|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 6|TANJUNG GENTENG|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TANJUNG MANCANG|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|TANJUNG MANCANG|KEJURUAN MUDA|ACEH TAMIANG|ACEH||||
